EID,Title,Authors,Year,DOI,Abstract
2-s2.0-85187269339,"<inline-formula><tex-math notation=""LaTeX"">$\xi$</tex-math></inline-formula>-<inline-formula><tex-math notation=""LaTeX"">$\pi$</tex-math></inline-formula>: a nonparametric model for neural power spectra decomposition","Shiang Hu, Zhihao Zhang, Xiaochu Zhang, Xiaopei Wu, Pedro A. Valdes-Sosa",2024,10.1109/JBHI.2024.3364499,
2-s2.0-85186593339,Engaging with neuroanatomy through creative projects,"Katherine Sledge Moore, Lindsey Smith, Denise Glick, Gavin Q. Fox, Aoife Samuelson, Jessica Kha, Yasmin I. Abuwi, Briana Delibashi, Grace Fenner, Emilie Garrison, Taylor L. Gubler, Jessica L. Hornig, Abaigeal C. Hunsberger, Delaney Jess, Wren Lugo, Jules Lutz, India McFarlane, Jayme McVeigh, Valerie Sems, Tatiana Svanidze",2024,10.1080/13506285.2024.2315784,
2-s2.0-85186414265,Visualizing cross-linguistic reading brains: Universality and interactive specificities,"Jun Ren Lee, Wen Jui Kuo, Rose Ru Whui Lee, Ovid J.L. Tzeng",2024,10.1353/jcl.2024.a919397,
2-s2.0-85186172127,"Editorial: Society, organizations and the brain: building towards a unified cognitive neuroscience perspective, volume II","Sven Braeutigam, Nick Lee, Carl Senior",2024,10.3389/fnhum.2024.1379995,
2-s2.0-85185927545,"What, if anything, can be considered an amodal sensory dimension?","Charles Spence, Nicola Di Stefano",2024,10.3758/s13423-023-02447-3,
2-s2.0-85185717819,Deep social neuroscience: the promise and peril of using artificial neural networks to study the social brain,"Beau Sievers, Mark A. Thornton",2024,10.1093/scan/nsae014,
2-s2.0-85185662849,Feature Parameters extraction and Affective Computing of Voice Message for Social Media Environment,"Peng Jiang, Cui Guo, Yonghui Dai",2024,10.2298/CSIS230509066J,
2-s2.0-85183472165,The involvement of the human prefrontal cortex in the emergence of visual awareness,"Zepeng Fang, Yuanyuan Dang, Zhipei Ling, Yongzheng Han, Hulin Zhao, Xin Xu, Mingsha Zhang",2024,10.7554/eLife.89076,
2-s2.0-85183445457,Construction Site Hazard Identification and Worker Adverse Reaction Monitoring Using Electroencephalograms: A Review,"Bo’an Wei, Bin Yang, Weiling Zhang, Pengju Liu, Hanliang Fu, Zhihan Lv, Faming Wang",2024,10.3390/buildings14010180,
2-s2.0-85183228940,Targeting Human Glucocorticoid Receptors in Fear Learning: A Multiscale Integrated Approach to Study Functional Connectivity,"Simone Battaglia, Chiara Di Fazio, Matteo Mazzà, Marco Tamietto, Alessio Avenanti",2024,10.3390/ijms25020864,
2-s2.0-85182956759,Tinnitus im Wechselspiel zwischen Emotion und Kognition. Englische Version Tinnitus-on the interplay between emotion and cognition,"Christian Dobel, Markus Junghöfer",2024,10.1007/s00106-023-01339-1,
2-s2.0-85182938517,Research on the Aesthetic Value of Piano Playing Art Based on Multiple Intelligences Theory,Minghui Yu,2024,10.2478/amns.2023.2.01655,
2-s2.0-85182923492,Multimodal investigations of emotional face processing and social trait judgment of faces,"Hongbo Yu, Chujun Lin, Sai Sun, Runnan Cao, Kohitij Kar, Shuo Wang",2024,10.1111/nyas.15084,
2-s2.0-85182695271,A novel image database for social concepts reveals preference biases in autistic spectrum in adults and children,"David Soto, Amaia Salazar, Patxi Elosegi, Antje Walter, Ning Mei, Ekaine Rodriguez, Valentina Petrollini, Agustín Vicente",2024,10.3758/s13423-023-02443-7,
2-s2.0-85182184652,Studying Drowsiness Detection Performance While Driving Through Scalable Machine Learning Models Using Electroencephalography,"José Manuel Hidalgo Rogel, Enrique Tomás Martínez Beltrán, Mario Quiles Pérez, Sergio López Bernal, Gregorio Martínez Pérez, Alberto Huertas Celdrán",2024,10.1007/s12559-023-10233-5,
2-s2.0-85181820559,A precision neuroscience approach to estimating reliability of neural responses during emotion processing: Implications for task-fMRI,"John C. Flournoy, Nessa V. Bryce, Meg J. Dennison, Alexandra M. Rodman, Elizabeth A. McNeilly, Lucy A. Lurie, Debbie Bitran, Azure Reid-Russell, Constanza M. Vidal Bustamante, Tara Madhyastha, Katie A. McLaughlin",2024,10.1016/j.neuroimage.2023.120503,
2-s2.0-85181627028,Computational model links normalization to chemoarchitecture in the human visual system,"Marco Aqil, Tomas Knapen, Serge O. Dumoulin",2024,10.1126/sciadv.adj6102,
2-s2.0-85181523885,Multiple mechanisms of visual prediction as revealed by the timecourse of scene–object facilitation,"Cybelle M. Smith, Kara D. Federmeier",2024,10.1111/psyp.14503,
2-s2.0-85181499366,"A comprehensive scan of psychological disciplines through self-identification on Google Scholar: Relative endorsement, topical coverage, and publication patterns","Jaap J.A. Denissen, John F. Rauthmann",2024,10.1371/journal.pone.0296421,
2-s2.0-85181232465,A research agenda for understanding how social inequality is linked to brain structure and function,"Mark L. Hatzenbuehler, Katie A. McLaughlin, David G. Weissman, Mina Cikara",2024,10.1038/s41562-023-01774-8,
2-s2.0-85180890151,A neural autopilot theory of habit: Evidence from consumer purchases and social media use,"Colin Camerer, Yi Xin, Clarice Zhao",2024,10.1002/jeab.897,
2-s2.0-85180725525,"Mechanistic Explanations in Physics: History, Scope, and Limits",Brigitte Falkenburg,2024,10.1007/978-3-031-46917-6_10,
2-s2.0-85180634368,Learning Cognitive Features to Classify EEG Signals for Mind-Controlled Locomotive,"K. Mahantesh, B. Pranesh, T. Nitin, Shree Charan, Manikya Rathna",2024,10.1007/978-981-99-7622-5_46,
2-s2.0-85180568878,The utilitarian brain: Moving beyond the Free Energy Principle,"Babak Hemmatian, Lav R. Varshney, Frederick Pi, Aron K. Barbey",2024,10.1016/j.cortex.2023.11.013,
2-s2.0-85180503582,Neural representations unobserved—or: a dilemma for the cognitive neuroscience revolution,Marco Facchin,2024,10.1007/s11229-023-04418-6,
2-s2.0-85180414207,Efficient functional localization of language regions in the brain,"Jayden J. Lee, Terri L. Scott, Tyler K. Perrachione",2024,10.1016/j.neuroimage.2023.120489,
2-s2.0-85180360181,Unconventionally trendy: The pluralistic endeavour of Cortex into the human cognitive neurosciences,"Moreno I. Coco, Cecilia Guariglia, Luigi Pizzamiglio",2024,10.1016/j.cortex.2023.12.001,
2-s2.0-85179966419,"Neurophysiological measures and correlates of cognitive load in attention-deficit/hyperactivity disorder (ADHD), autism spectrum disorder (ASD) and dyslexia: A scoping review and research recommendations","Anne Laure Le Cunff, Eleanor Dommett, Vincent Giampietro",2024,10.1111/ejn.16201,
2-s2.0-85179803115,Assessing long-term forgetting: A pragmatic approach,"Sergio Della Sala, Alan Baddeley, Nan Peng, Robert Logie",2024,10.1016/j.cortex.2023.11.009,
2-s2.0-85179742600,"Correction to: Nonlinear Moderation Effect of Vagal Regulation on the Link between Childhood Trauma and Adolescent Internalizing and Externalizing Symptoms (Journal of Youth and Adolescence, (2024), 53, 1, (217-228), 10.1007/s10964-023-01860-0)","Yefei Huang, Wei Lü",2024,10.1007/s10964-023-01913-4,
2-s2.0-85179075445,Interoceptive technologies for psychiatric interventions: From diagnosis to clinical applications,"Felix Schoeller, Adam Haar Horowitz, Abhinandan Jain, Pattie Maes, Nicco Reggente, Leonardo Christov-Moore, Giovanni Pezzulo, Laura Barca, Micah Allen, Roy Salomon, Mark Miller, Daniele Di Lernia, Giuseppe Riva, Manos Tsakiris, Moussa A. Chalah, Arno Klein, Ben Zhang, Teresa Garcia, Ursula Pollack, Marion Trousselard, Charles Verdonk, Guillaume Dumas, Vladimir Adrien, Karl Friston",2024,10.1016/j.neubiorev.2023.105478,
2-s2.0-85179071923,Trajectories and contributing factors of neural compensation in healthy and pathological aging,"Nico Bunzeck, Tineke K. Steiger, Ulrike M. Krämer, Kerstin Luedtke, Lisa Marshall, Jonas Obleser, Sarah Tune",2024,10.1016/j.neubiorev.2023.105489,
2-s2.0-85178117215,MEG,"Giorgio Arcara, Giovanni Pellegrino, Annalisa Pascarella, Dante Mantini, Eliane Kobayashi, Karim Jerbi",2024,10.1007/978-1-0716-3545-2_8,
2-s2.0-85177183132,Pupillary dilations in a Target/Distractor visual task paradigm and attention deficit hyperactivity disorder (ADHD),"Claudio M. Privitera, Sean Noah, Thom Carney, Stanley A. Klein, Agatha Lenartowicz, Stephen P. Hinshaw, James T. McCracken, Joel T. Nigg, Sarah L. Karalunas, Rory C. Reid, Mercedes T. Oliva, Samantha S. Betts, Gregory V. Simpson",2024,10.1016/j.neulet.2023.137556,
2-s2.0-85176736841,Predictive coding I: Introduction,Mark Sprevak,2024,10.1111/phc3.12950,
2-s2.0-85176289095,What is the true range of mental imagery?,Dietrich S. Schwarzkopf,2024,10.1016/j.cortex.2023.09.013,
2-s2.0-85174264519,The Predictive Effects of Resting-State and Task-Related Prefrontal and Vagal Activity on Cognitive Performances Results From a Machine Learning Based Approach,"Martina Doneda, Virginia Maria Borsa, Agostino Brugnera, Angelo Compare, Maria Luisa Rusconi, Kaoru Sakatani, Ettore Lanzarone",2024,10.1027/0269-8803/a000327,
2-s2.0-85173912428,Design of aided augmentative and alternative communication systems for children with vision impairment: psychoacoustic perspectives,"Jamie B. Boster, Ursula M. Findlen, Kevin Pitt, John W. McCarthy",2024,10.1080/07434618.2023.2262573,
2-s2.0-85172933504,Editorial: Lifespan Connectome Gradients for a Road to Mental Health,"Zi Xuan Zhou, Xi Nian Zuo",2024,10.1016/j.jaac.2023.08.006,
2-s2.0-85170522786,The relationship between disease-specific psychosocial stressors and depressive symptoms in Huntington’s disease,"Hiba Bilal, Ian H. Harding, Julie C. Stout",2024,10.1007/s00415-023-11982-x,
2-s2.0-85166541322,Normative Processing Needs Multiple Levels of Explanation: From Algorithm to Implementation,"Todd Vogel, Patricia L. Lockwood",2024,10.1177/17456916231187393,
2-s2.0-85163604074,Searching for the Metaverse: Neuroscience of Physical and Digital Communities,"Giuseppe Riva, Brenda K. Wiederhold, Fabrizia Mantovani",2024,10.1089/cyber.2023.0040,
2-s2.0-85150647989,Finding consonance: an integrative neurocognitive model of human relationships with supernatural agents,"John Balch, Jordan Grafman, Patrick McNamara",2024,10.1080/2153599X.2022.2143398,
2-s2.0-85146915606,The effect of staircase stopping accuracy and testing environment on stop-signal reaction time,"Dominic M.D. Tran, Nahian S. Chowdhury, Justin A. Harris, Evan J. Livesey",2024,10.3758/s13428-022-02058-1,
2-s2.0-85130595001,Study on the validity of the theoretical paradigm of art therapy for vulnerable children,"Hongyi Fang, Yanhua Li, Misi Wu, Feng Gan",2024,10.1080/17483107.2022.2074555,
2-s2.0-85125104310,Integrating Non-Invasive Brain Stimulation Into the Undergraduate Psychology Curriculum: An Upper-Level Laboratory Course Using Transcranial Direct Current Stimulation,Kevin D. Wilson,2024,10.1177/00986283211060324,
2-s2.0-85179385657,Higher oxytocin concentrations occur in subjects who build affiliative relationships with companion robots,"Shuhei Imamura, Yoko Gozu, Moe Tsutsumi, Kaname Hayashi, Chiaki Mori, Megumi Ishikawa, Megumi Takada, Tomotaka Ogiso, Keiko Suzuki, Shota Okabe, Takefumi Kikusui, Kentaro Kajiya",2023,10.1016/j.isci.2023.108562,
2-s2.0-85179135783,Protocol for MRI-guided virus injection in macaque deep brain regions,"Panke Yu, Zhiting Zhang, Yuyin Wang, Ji Dai",2023,10.1016/j.xpro.2023.102768,
2-s2.0-85178183450,Microstructural dynamics of motor learning and sleep-dependent consolidation: A diffusion imaging study,"Whitney Stee, Antoine Legouhy, Michele Guerreri, Thomas Villemonteix, Hui Zhang, Philippe Peigneux",2023,10.1016/j.isci.2023.108426,
2-s2.0-85178182973,"Corrigendum to “Super-recognizers – A novel diagnostic framework, 70 cases, and guidelines for future work” [Neuropsychologia, 158 (2021) /107809] (Neuropsychologia (2021) 158, (S0028393221000609), (10.1016/j.neuropsychologia.2021.107809))",Meike Ramon,2023,10.1016/j.neuropsychologia.2023.108724,
2-s2.0-85178167220,Protocol for lentivirus-mediated delivery of genes to study neurogenesis and cognitive function in adult rodents,"Li Xu, Changyong Tang",2023,10.1016/j.xpro.2023.102761,
2-s2.0-85178089780,Optogenetic activation of the ventral tegmental area-hippocampal pathway facilitates rapid adaptation to changes in spatial goals,"Yuta Tamatsu, Hirotsugu Azechi, Riku Takahashi, Fumiya Sawatani, Kaoru Ide, Fumino Fujiyama, Susumu Takahashi",2023,10.1016/j.isci.2023.108536,
2-s2.0-85176137772,"You, me, and us: Maintaining self-other distinction enhances coordination, agency, and affect","Merle T. Fairhurst, Ana Tajadura-Jiménez, Peter E. Keller, Ophelia Deroy",2023,10.1016/j.isci.2023.108253,
2-s2.0-85173222655,Protocol for establishing a global ischemia model using a 4-vessel occlusion in rats,"Hyunha Kim, Rachael Urquhart, Fabrizio Pontarelli, Teresa Jover-Mengual, Dimitry Ofengeim, Jee Yeon Hwang",2023,10.1016/j.xpro.2023.102630,
2-s2.0-85172338224,In vivo functional brain mapping using ultra-high-field fMRI in awake common marmosets,"Alessandro Zanini, Audrey Dureux, Azadeh Jafari, Kyle M. Gilbert, Peter Zeman, Miranda Bellyou, Alex Li, Cheryl Vander Tuin, Stefan Everling",2023,10.1016/j.xpro.2023.102586,
2-s2.0-85180500222,Exploring the potential of the metaverse medical paradigm in drug addiction treatment: A preliminary discussion and future prospects,"Longtao Yang, Lijie Zhang, Wenhan Yang, Fei Tang, Yanyao Du, Jun Liu",2023,10.1136/gpsych-2023-101258,
2-s2.0-85182488608,EXPERIMENTAL STUDIES OF ADVERTISING MESSAGE EFFECTIVENESS IN VIRTUAL REALITY,"Anna Borawska, Małgorzata Łatuszyńska, Mariusz Borawski",2023,10.14254/1795-6889.2023.19-3.3,
2-s2.0-85180651497,Gestalt’s Perspective on Insight: A Recap Based on Recent Behavioral and Neuroscientific Evidence,"Mary Vitello, Carola Salvi",2023,10.3390/jintelligence11120224,
2-s2.0-85180473339,Cognitive Neuroscience Perspectives on Language Acquisition and Processing,"Yanina Prystauka, Vincent DeLuca, Alicia Luque, Toms Voits, Jason Rothman",2023,10.3390/brainsci13121613,
2-s2.0-85180206630,"Cognitive Assessment Based on Electroencephalography Analysis in Virtual and Augmented Reality Environments, Using Head Mounted Displays: A Systematic Review","Foteini Gramouseni, Katerina D. Tzimourta, Pantelis Angelidis, Nikolaos Giannakeas, Markos G. Tsipouras",2023,10.3390/bdcc7040163,
2-s2.0-85179897729,The Brain and Schizophrenia: From Paradigm Shifts to Shifting Gradients,"Anna S. Huang, Neil D. Woodward",2023,10.1016/j.bpsc.2023.10.004,
2-s2.0-85179331285,Learning exceptions to category rules varies across the menstrual cycle,"Mateja Perović, Emily M. Heffernan, Gillian Einstein, Michael L. Mack",2023,10.1038/s41598-023-48628-x,
2-s2.0-85179105179,Progress in the application of computational psychiatry research strategies in schizophrenia research 计算精神病学研究策略在精神分裂症研究中的应用进展,"Lige Ge, Chuanyue Wang",2023,10.3760/cma.j.cn113661-20231012-00132,
2-s2.0-85178926570,Experience sampling reveals the role that covert goal states play in task-relevant behavior,"Brontë Mckeown, Will H. Strawson, Meichao Zhang, Adam Turnbull, Delali Konu, Theodoros Karapanagiotidis, Hao Ting Wang, Robert Leech, Ting Xu, Samyogita Hardikar, Boris Bernhardt, Daniel Margulies, Elizabeth Jefferies, Jeffrey Wammes, Jonathan Smallwood",2023,10.1038/s41598-023-48857-0,
2-s2.0-85178649797,Debates on the dorsomedial prefrontal/dorsal anterior cingulate cortex: insights for future research,"Nicolas Clairis, Alizée Lopez-Persem",2023,10.1093/brain/awad263,
2-s2.0-85178634805,Multi-domain cognition dysfunction accompanies frontoparietal and temporal amyloid accumulation in the elderly,"Dandan Wang, Kai Xu, Mingxi Dang, Feng Sang, Kewei Chen, Zhanjun Zhang, Xin Li",2023,10.1093/cercor/bhad369,
2-s2.0-85177979860,Can cognitive neuroscience solve the lab-dilemma by going wild?,"William Vallet, Virginie van Wassenhove",2023,10.1016/j.neubiorev.2023.105463,
2-s2.0-85176752986,Navigating the multiple dimensions of the creativity-mental disorder link: a Convergence Mental Health perspective,"David G. Angeler, Erin Smith, Michael Berk, Agustín Ibáñez, Harris A. Eyre",2023,10.1007/s44192-023-00051-4,
2-s2.0-85176729999,Predictions about prosody facilitate lexical access: Evidence from P50/N100 and MMN components,"Hatice Zora, Janniek Wester, Valéria Csépe",2023,10.1016/j.ijpsycho.2023.112262,
2-s2.0-85176494802,Cleaning up the Brickyard: How Theory and Methodology Shape Experiments in Cognitive Neuroscience of Language,"Constantijn L. van der Burght, Angela D. Friederici, Matteo Maran, Giorgio Papitto, Elena Pyatigorskaya, Joëlle A.M. Schroën, Patrick C. Trettenbrein, Emiliano Zaccarella",2023,10.1162/jocn_a_02058,
2-s2.0-85176268391,Rhythmic visual stimulation as a window into early brain development: A systematic review,"Moritz Köster, Alicja Brzozowska, Anna Bánki, Markus Tünte, Emma Kate Ward, Stefanie Hoehl",2023,10.1016/j.dcn.2023.101315,
2-s2.0-85175818098,"Author Correction: Thermal neuromodulation using pulsed and continuous infrared illumination in a penicillin-induced acute epilepsy model (Scientific Reports, (2023), 13, 1, (14460), 10.1038/s41598-023-41552-0)","Ebrahim Ismaiel, Richárd Fiáth, Ágnes Szabó, Ágoston Csaba Horváth, Zoltán Fekete",2023,10.1038/s41598-023-45561-x,
2-s2.0-85175176865,Contributions of the subcortical auditory system to predictive coding and the neural encoding of speech,Carles Escera,2023,10.1016/j.cobeha.2023.101324,
2-s2.0-85174807480,Episodic thought in development: On the relation between memory and future thinking,"Angela Nyhout, Caitlin E.V. Mahy",2023,10.1016/j.dr.2023.101103,
2-s2.0-85173916978,Neurophysiological mechanisms of cognition in the developing brain: Insights from intracranial EEG studies,"Qin Yin, Elizabeth L. Johnson, Noa Ofen",2023,10.1016/j.dcn.2023.101312,
2-s2.0-85173226113,Seeing social interactions,"Emalie McMahon, Leyla Isik",2023,10.1016/j.tics.2023.09.001,
